user_id,gender,age,age_group,occupation_id,occupation,zipcode
4954,Male,45,36-45,0,other,92679
4955,Male,56,56+,13,retired,55804
4956,Male,35,26-35,15,scientist,77007
4957,Male,25,19-25,2,artist,48197
4958,Male,18,Under18,7,executive/managerial,55403
4959,Male,25,19-25,17,technician/engineer,23454
4960,Male,56,56+,1,academic/educator,55116
4961,Male,25,19-25,7,executive/managerial,46220
4962,Male,25,19-25,6,doctor/health care,55439
4963,Male,45,36-45,17,technician/engineer,94931
4964,Male,35,26-35,0,other,94110
4965,Male,1,Under18,10,K-12 student,63123-1507
4966,Male,50,46-55,14,sales/marketing,55407
4967,Male,18,Under18,4,college/grad student,94708
4968,Female,50,46-55,20,writer,95404
4969,Male,18,Under18,19,unemployed,94111
4970,Female,25,19-25,12,programmer,94526
4971,Male,35,26-35,7,executive/managerial,94086
4972,Male,35,26-35,0,other,95118
4973,Female,56,56+,2,artist,949702
4974,Male,35,26-35,20,writer,94131
4975,Male,35,26-35,0,other,90065
4976,Male,25,19-25,11,lawyer,65775
4977,Male,25,19-25,4,college/grad student,92507
4978,Male,35,26-35,14,sales/marketing,68108
4979,Male,35,26-35,2,artist,55423
4980,Male,25,19-25,1,academic/educator,55403
4981,Male,50,46-55,1,academic/educator,55406
4982,Male,25,19-25,12,programmer,63043
4983,Female,45,36-45,16,self-employed,55116
4984,Male,35,26-35,0,other,55405
4985,Male,35,26-35,0,other,29063
4986,Male,18,Under18,12,programmer,55401
4987,Female,56,56+,8,farmer,90210
4988,Male,25,19-25,17,technician/engineer,55105
4989,Male,25,19-25,0,other,55121
4990,Female,25,19-25,4,college/grad student,55407
4991,Female,56,56+,14,sales/marketing,91791
4992,Female,25,19-25,2,artist,55106
4993,Male,45,36-45,17,technician/engineer,54022
4994,Male,45,36-45,17,technician/engineer,56001
4995,Male,50,46-55,20,writer,55419
4996,Male,35,26-35,7,executive/managerial,94550
4997,Male,1,Under18,10,K-12 student,90210
4998,Female,18,Under18,4,college/grad student,48433
4999,Female,56,56+,13,retired,92407
5000,Male,25,19-25,4,college/grad student,46254
5001,Female,25,19-25,2,artist,63119
5002,Male,25,19-25,17,technician/engineer,90505
5003,Male,35,26-35,12,programmer,49508
5004,Female,56,56+,1,academic/educator,90402
5005,Male,45,36-45,16,self-employed,92807
5006,Male,35,26-35,3,clerical/admin,48827
5007,Female,18,Under18,4,college/grad student,91030
5008,Male,25,19-25,20,writer,60615
5009,Female,45,36-45,16,self-employed,65441
5010,Male,45,36-45,15,scientist,63119
5011,Male,18,Under18,4,college/grad student,64154
5012,Male,50,46-55,15,scientist,48103
5013,Male,18,Under18,4,college/grad student,26241
5014,Male,45,36-45,0,other,92626
5015,Male,35,26-35,6,doctor/health care,92672
5016,Female,35,26-35,1,academic/educator,89447
5017,Male,35,26-35,12,programmer,91104
5018,Female,56,56+,12,programmer,90290
5019,Male,25,19-25,7,executive/managerial,10025
5020,Female,56,56+,13,retired,90241
5021,Male,50,46-55,6,doctor/health care,90504
5022,Male,35,26-35,7,executive/managerial,91001
5023,Male,35,26-35,20,writer,91505
5024,Female,45,36-45,1,academic/educator,14618
5025,Male,25,19-25,20,writer,60615
5026,Male,25,19-25,17,technician/engineer,92584
5027,Female,25,19-25,14,sales/marketing,05345
5028,Male,25,19-25,12,programmer,92404
5029,Male,25,19-25,4,college/grad student,70115
5030,Male,18,Under18,1,academic/educator,70006
5031,Female,25,19-25,4,college/grad student,89431
5032,Male,18,Under18,17,technician/engineer,02139
5033,Female,56,56+,13,retired,60506
5034,Female,25,19-25,15,scientist,62901
5035,Female,25,19-25,17,technician/engineer,19810
5036,Male,35,26-35,7,executive/managerial,14850
5037,Male,35,26-35,12,programmer,11375
5038,Male,25,19-25,20,writer,10010
5039,Female,35,26-35,4,college/grad student,97068
5040,Male,45,36-45,12,programmer,44312
5041,Female,45,36-45,6,doctor/health care,60031
5042,Female,18,Under18,2,artist,55408
5043,Female,18,Under18,6,doctor/health care,92145
5044,Female,35,26-35,6,doctor/health care,23507
5045,Male,35,26-35,0,other,43081
5046,Male,25,19-25,16,self-employed,60614
5047,Male,45,36-45,6,doctor/health care,23452
5048,Female,35,26-35,7,executive/managerial,30350
5049,Male,25,19-25,12,programmer,60613
5050,Female,18,Under18,4,college/grad student,11024
5051,Female,50,46-55,7,executive/managerial,11771
5052,Male,35,26-35,16,self-employed,02536
5053,Male,25,19-25,4,college/grad student,84111
5054,Male,35,26-35,2,artist,20818
5055,Female,35,26-35,16,self-employed,97330
5056,Male,45,36-45,1,academic/educator,16673
5057,Male,50,46-55,7,executive/managerial,84093
5058,Male,56,56+,17,technician/engineer,84121
5059,Male,45,36-45,16,self-employed,22652
5060,Male,45,36-45,17,technician/engineer,84109-2001
5061,Female,18,Under18,19,unemployed,05070
5062,Male,50,46-55,16,self-employed,65401
5063,Female,1,Under18,10,K-12 student,22801
5064,Male,18,Under18,4,college/grad student,43215
5065,Male,25,19-25,14,sales/marketing,28715
5066,Female,25,19-25,1,academic/educator,23603
5067,Male,56,56+,13,retired,97520
5068,Male,35,26-35,7,executive/managerial,19004
5069,Female,56,56+,0,other,95062
5070,Male,25,19-25,2,artist,55344
5071,Female,25,19-25,7,executive/managerial,75093
5072,Male,45,36-45,17,technician/engineer,97330
5073,Male,56,56+,2,artist,93950
5074,Male,1,Under18,0,other,20132
5075,Male,50,46-55,6,doctor/health care,97470
5076,Male,25,19-25,3,clerical/admin,19147
5077,Male,25,19-25,2,artist,20037
5078,Male,45,36-45,7,executive/managerial,19067
5079,Male,25,19-25,4,college/grad student,70003
5080,Female,50,46-55,12,programmer,95472
5081,Female,18,Under18,4,college/grad student,19102
5082,Male,35,26-35,1,academic/educator,23185
5083,Male,25,19-25,4,college/grad student,16803
5084,Male,18,Under18,4,college/grad student,10013
5085,Male,56,56+,17,technician/engineer,75225
5086,Male,25,19-25,1,academic/educator,23462
5087,Female,25,19-25,6,doctor/health care,19102
5088,Male,25,19-25,17,technician/engineer,38111
5089,Female,35,26-35,16,self-employed,77027
5090,Female,35,26-35,19,unemployed,75069
5091,Male,25,19-25,17,technician/engineer,19810
5092,Male,56,56+,14,sales/marketing,18954
5093,Male,50,46-55,7,executive/managerial,19047
5094,Male,18,Under18,10,K-12 student,67206
5095,Female,35,26-35,1,academic/educator,23508
5096,Male,25,19-25,11,lawyer,75206
5097,Male,56,56+,16,self-employed,19131
5098,Male,50,46-55,7,executive/managerial,19380
5099,Male,18,Under18,0,other,02780
5100,Male,50,46-55,6,doctor/health care,193122042
5101,Male,25,19-25,0,other,90069
5102,Male,25,19-25,12,programmer,90240
5103,Female,35,26-35,16,self-employed,78222
5104,Male,35,26-35,20,writer,19108
5105,Male,50,46-55,7,executive/managerial,18977
5106,Female,35,26-35,1,academic/educator,19348
5107,Female,45,36-45,0,other,08081
5108,Female,25,19-25,9,homemaker,93940
5109,Female,45,36-45,6,doctor/health care,19802
5110,Male,35,26-35,15,scientist,78250
5111,Male,35,26-35,2,artist,78006
5112,Male,35,26-35,13,retired,89128
5113,Male,25,19-25,0,other,55408
5114,Female,1,Under18,10,K-12 student,22932
5115,Male,56,56+,12,programmer,02143
5116,Male,35,26-35,6,doctor/health care,95521
5117,Female,25,19-25,0,other,70118
5118,Male,1,Under18,10,K-12 student,95123
5119,Female,25,19-25,0,other,10011
5120,Male,50,46-55,7,executive/managerial,80302
5121,Male,25,19-25,7,executive/managerial,91608
5122,Male,25,19-25,0,other,20009
5123,Male,50,46-55,12,programmer,34761
5124,Male,35,26-35,2,artist,20818
5125,Male,45,36-45,0,other,10016
5126,Male,25,19-25,11,lawyer,02453
5127,Male,45,36-45,5,customer service,98502
5128,Male,50,46-55,7,executive/managerial,94709
5129,Male,45,36-45,17,technician/engineer,40515
5130,Female,50,46-55,1,academic/educator,33149
5131,Female,25,19-25,1,academic/educator,77707
5132,Male,35,26-35,7,executive/managerial,77565
5133,Male,18,Under18,11,lawyer,10028
5134,Male,25,19-25,17,technician/engineer,95014
5135,Male,35,26-35,7,executive/managerial,64055
5136,Male,25,19-25,12,programmer,91106
5137,Male,18,Under18,18,tradesman/craftsman,65265
5138,Male,25,19-25,17,technician/engineer,35205
5139,Male,50,46-55,16,self-employed,12866
5140,Male,25,19-25,6,doctor/health care,35205
5141,Male,18,Under18,17,technician/engineer,55423
5142,Male,25,19-25,1,academic/educator,92101
5143,Male,18,Under18,4,college/grad student,44502
5144,Female,50,46-55,0,other,66762
5145,Male,35,26-35,7,executive/managerial,77565-2332
5146,Male,56,56+,1,academic/educator,04240
5147,Male,18,Under18,0,other,48314
5148,Male,25,19-25,20,writer,98101
5149,Male,35,26-35,1,academic/educator,10012
5150,Male,25,19-25,3,clerical/admin,98034
5151,Male,18,Under18,19,unemployed,30662
5152,Female,25,19-25,4,college/grad student,44406
5153,Male,25,19-25,7,executive/managerial,60046
5154,Male,25,19-25,16,self-employed,20007
5155,Male,25,19-25,16,self-employed,33301
5156,Male,18,Under18,14,sales/marketing,10024
5157,Male,35,26-35,1,academic/educator,74012
5158,Female,18,Under18,4,college/grad student,44509
5159,Male,35,26-35,7,executive/managerial,37027
5160,Female,18,Under18,4,college/grad student,90066
5161,Male,25,19-25,4,college/grad student,30052
5162,Male,25,19-25,17,technician/engineer,94043
5163,Male,45,36-45,6,doctor/health care,53216
5164,Female,35,26-35,17,technician/engineer,91107
5165,Male,35,26-35,6,doctor/health care,91103
5166,Male,50,46-55,6,doctor/health care,42420
5167,Male,18,Under18,15,scientist,06114
5168,Male,35,26-35,7,executive/managerial,01720
5169,Female,50,46-55,4,college/grad student,53562
5170,Male,18,Under18,4,college/grad student,63141
5171,Male,56,56+,17,technician/engineer,92009
5172,Female,35,26-35,11,lawyer,05602
5173,Male,1,Under18,10,K-12 student,60423
5174,Male,45,36-45,1,academic/educator,45208
5175,Female,35,26-35,9,homemaker,33445
5176,Male,1,Under18,10,K-12 student,60423
5177,Male,45,36-45,14,sales/marketing,30005
5178,Male,50,46-55,0,other,45420
5179,Male,25,19-25,12,programmer,94110
5180,Male,35,26-35,11,lawyer,85044
5181,Male,25,19-25,7,executive/managerial,19003
5182,Female,35,26-35,7,executive/managerial,55441
5183,Female,18,Under18,20,writer,45202
5184,Male,18,Under18,20,writer,67212
5185,Female,35,26-35,4,college/grad student,44485
5186,Male,35,26-35,12,programmer,96555
5187,Male,18,Under18,16,self-employed,06510
5188,Female,35,26-35,9,homemaker,44406
5189,Female,45,36-45,7,executive/managerial,80304
5190,Female,35,26-35,0,other,85024
5191,Female,25,19-25,4,college/grad student,55455
5192,Male,25,19-25,7,executive/managerial,80303
5193,Male,35,26-35,12,programmer,14619
5194,Male,25,19-25,7,executive/managerial,55409
5195,Male,35,26-35,7,executive/managerial,80304
5196,Male,56,56+,7,executive/managerial,20814
5197,Female,56,56+,3,clerical/admin,75001
5198,Female,18,Under18,4,college/grad student,55118
5199,Female,25,19-25,1,academic/educator,35243
5200,Female,35,26-35,15,scientist,43065
5201,Male,50,46-55,7,executive/managerial,95376
5202,Male,18,Under18,4,college/grad student,02871
5203,Female,45,36-45,6,doctor/health care,01545
5204,Male,50,46-55,13,retired,56342
5205,Male,25,19-25,1,academic/educator,02908
5206,Male,35,26-35,7,executive/managerial,91302
5207,Male,25,19-25,0,other,98102
5208,Male,25,19-25,4,college/grad student,55455
5209,Male,50,46-55,1,academic/educator,46077
5210,Female,35,26-35,17,technician/engineer,60618
5211,Male,25,19-25,1,academic/educator,40214
5212,Male,18,Under18,2,artist,90025
5213,Male,18,Under18,0,other,31211
5214,Female,35,26-35,9,homemaker,07452
5215,Female,56,56+,6,doctor/health care,91941
5216,Male,18,Under18,2,artist,81291
5217,Male,25,19-25,17,technician/engineer,01060
5218,Male,18,Under18,0,other,89129
5219,Male,18,Under18,4,college/grad student,94706
5220,Male,25,19-25,7,executive/managerial,91436
5221,Female,56,56+,1,academic/educator,96734
5222,Male,25,19-25,12,programmer,94501
5223,Male,56,56+,10,K-12 student,11361
5224,Male,35,26-35,1,academic/educator,10016
5225,Male,18,Under18,4,college/grad student,55120
5226,Male,35,26-35,0,other,98122
5227,Male,18,Under18,10,K-12 student,64050
5228,Male,1,Under18,0,other,75070
5229,Male,25,19-25,0,other,60173
5230,Male,25,19-25,12,programmer,91104
5231,Male,35,26-35,7,executive/managerial,92506
5232,Male,25,19-25,4,college/grad student,14607
5233,Male,25,19-25,5,customer service,97213
5234,Female,25,19-25,0,other,60657
5235,Male,25,19-25,4,college/grad student,14607
5236,Male,25,19-25,14,sales/marketing,46268
5237,Male,25,19-25,7,executive/managerial,55441
5238,Female,50,46-55,16,self-employed,07462
5239,Male,35,26-35,7,executive/managerial,07043
5240,Female,25,19-25,0,other,94104
5241,Female,25,19-25,4,college/grad student,02138
5242,Male,25,19-25,1,academic/educator,14608
5243,Male,1,Under18,10,K-12 student,54220
5244,Male,18,Under18,4,college/grad student,01095
5245,Female,45,36-45,1,academic/educator,27615
5246,Female,18,Under18,0,other,64030
5247,Female,1,Under18,10,K-12 student,01915
5248,Female,45,36-45,14,sales/marketing,22206
5249,Female,45,36-45,14,sales/marketing,75006
5250,Male,50,46-55,6,doctor/health care,01545
5251,Female,25,19-25,17,technician/engineer,97330
5252,Male,25,19-25,20,writer,60622
5253,Female,56,56+,13,retired,02838
5254,Male,18,Under18,4,college/grad student,32606
5255,Male,1,Under18,10,K-12 student,55305
5256,Male,25,19-25,16,self-employed,30269
5257,Female,25,19-25,2,artist,10019
5258,Male,35,26-35,4,college/grad student,58369
5259,Male,25,19-25,6,doctor/health care,94404
5260,Male,35,26-35,7,executive/managerial,78705
5261,Male,35,26-35,12,programmer,10025
5262,Female,25,19-25,14,sales/marketing,46220
5263,Male,35,26-35,7,executive/managerial,40601
5264,Male,18,Under18,4,college/grad student,15217
5265,Male,45,36-45,1,academic/educator,97405
5266,Male,35,26-35,1,academic/educator,42718
5267,Male,35,26-35,7,executive/managerial,20191
5268,Female,25,19-25,2,artist,68502
5269,Male,18,Under18,0,other,37211
5270,Male,25,19-25,12,programmer,87571
5271,Female,25,19-25,0,other,94110
5272,Male,25,19-25,7,executive/managerial,90210
5273,Male,56,56+,20,writer,91030
5274,Male,25,19-25,0,other,60611
5275,Male,25,19-25,17,technician/engineer,60611
5276,Female,25,19-25,4,college/grad student,91740
5277,Male,25,19-25,20,writer,91740
5278,Female,25,19-25,7,executive/managerial,55122
5279,Female,25,19-25,14,sales/marketing,55418
5280,Male,18,Under18,4,college/grad student,12604
5281,Male,25,19-25,2,artist,90210
5282,Female,18,Under18,4,college/grad student,63146
5283,Male,18,Under18,2,artist,63138
5284,Male,25,19-25,16,self-employed,55426
5285,Male,18,Under18,4,college/grad student,55410
5286,Male,45,36-45,16,self-employed,97068
5287,Male,25,19-25,8,farmer,85203
5288,Male,56,56+,13,retired,94114
5289,Male,45,36-45,2,artist,94102
5290,Female,18,Under18,4,college/grad student,60613
5291,Male,45,36-45,1,academic/educator,44406
5292,Male,25,19-25,0,other,97401
5293,Male,25,19-25,12,programmer,95030
5294,Male,25,19-25,2,artist,60626
5295,Male,35,26-35,7,executive/managerial,55124
5296,Female,1,Under18,0,other,27245
5297,Male,25,19-25,12,programmer,19067
5298,Male,35,26-35,17,technician/engineer,55126
5299,Male,25,19-25,2,artist,43202
5300,Male,25,19-25,20,writer,94111
5301,Male,25,19-25,17,technician/engineer,00693
5302,Female,1,Under18,10,K-12 student,02332
5303,Female,56,56+,6,doctor/health care,45504
5304,Female,35,26-35,9,homemaker,55410
5305,Female,18,Under18,4,college/grad student,95602
5306,Female,25,19-25,17,technician/engineer,92121
5307,Male,25,19-25,5,customer service,85281
5308,Male,56,56+,7,executive/managerial,27410
5309,Male,25,19-25,0,other,02478
5310,Female,56,56+,1,academic/educator,60605
5311,Male,50,46-55,0,other,62025-8000
5312,Male,25,19-25,1,academic/educator,10463
5313,Male,56,56+,0,other,55406
5314,Female,25,19-25,0,other,94107
5315,Male,25,19-25,12,programmer,22903
5316,Male,18,Under18,4,college/grad student,55104
5317,Female,25,19-25,0,other,02138
5318,Male,18,Under18,17,technician/engineer,98122
5319,Male,18,Under18,17,technician/engineer,94941
5320,Female,18,Under18,5,customer service,43201
5321,Male,25,19-25,4,college/grad student,02457
5322,Male,35,26-35,17,technician/engineer,97330
5323,Male,25,19-25,20,writer,94122
5324,Male,25,19-25,7,executive/managerial,02150
5325,Female,50,46-55,7,executive/managerial,86001
5326,Male,25,19-25,2,artist,55408
5327,Male,25,19-25,7,executive/managerial,55408
5328,Female,25,19-25,4,college/grad student,91740
5329,Female,25,19-25,5,customer service,91773
5330,Female,25,19-25,0,other,19143
5331,Male,35,26-35,14,sales/marketing,06880
5332,Male,18,Under18,4,college/grad student,30332
5333,Female,25,19-25,7,executive/managerial,02332
5334,Female,56,56+,13,retired,46140
5335,Male,25,19-25,14,sales/marketing,75093
5336,Male,56,56+,7,executive/managerial,75041
5337,Female,35,26-35,3,clerical/admin,02725-1010
5338,Male,25,19-25,17,technician/engineer,27609
5339,Male,18,Under18,17,technician/engineer,60193
5340,Female,50,46-55,3,clerical/admin,95032
5341,Female,25,19-25,3,clerical/admin,85018
5342,Female,35,26-35,7,executive/managerial,22039
5343,Female,25,19-25,9,homemaker,60201
5344,Female,50,46-55,1,academic/educator,98177
5345,Female,25,19-25,17,technician/engineer,80003
5346,Female,25,19-25,3,clerical/admin,97330
5347,Male,25,19-25,6,doctor/health care,53705
5348,Male,18,Under18,5,customer service,55414
5349,Female,50,46-55,2,artist,97424
5350,Male,18,Under18,5,customer service,55344
5351,Female,45,36-45,1,academic/educator,85259
5352,Female,35,26-35,5,customer service,55306
5353,Male,25,19-25,6,doctor/health care,77030
5354,Female,45,36-45,3,clerical/admin,78759
5355,Male,56,56+,0,other,78232
5356,Male,45,36-45,0,other,78703
5357,Female,18,Under18,20,writer,60123
5358,Male,35,26-35,7,executive/managerial,10625
5359,Male,18,Under18,16,self-employed,27705
5360,Male,18,Under18,12,programmer,43650
5361,Female,50,46-55,16,self-employed,92026
5362,Male,35,26-35,13,retired,63130
5363,Male,56,56+,13,retired,30673
5364,Female,25,19-25,3,clerical/admin,55408
5365,Male,18,Under18,12,programmer,90250
5366,Male,18,Under18,12,programmer,90045
5367,Male,18,Under18,4,college/grad student,55344
5368,Female,25,19-25,17,technician/engineer,20120
5369,Male,25,19-25,15,scientist,02139
5370,Male,25,19-25,12,programmer,98074
5371,Male,25,19-25,11,lawyer,55408
5372,Male,25,19-25,4,college/grad student,10549
5373,Male,18,Under18,12,programmer,55112
5374,Male,35,26-35,7,executive/managerial,38018
5375,Male,25,19-25,0,other,02131
5376,Male,25,19-25,17,technician/engineer,94538
5377,Female,18,Under18,3,clerical/admin,10017
5378,Male,35,26-35,18,tradesman/craftsman,10463
5379,Male,25,19-25,7,executive/managerial,84095
5380,Male,18,Under18,4,college/grad student,01125
5381,Male,25,19-25,14,sales/marketing,10009
5382,Male,18,Under18,4,college/grad student,07461
5383,Male,35,26-35,1,academic/educator,55430
5384,Female,25,19-25,3,clerical/admin,94117
5385,Male,25,19-25,12,programmer,85226
5386,Male,25,19-25,14,sales/marketing,60045
5387,Female,25,19-25,1,academic/educator,45056
5388,Female,18,Under18,4,college/grad student,10580
5389,Male,45,36-45,7,executive/managerial,01905
5390,Male,1,Under18,0,other,78130
5391,Male,25,19-25,7,executive/managerial,10016
5392,Male,50,46-55,1,academic/educator,98112
5393,Male,35,26-35,7,executive/managerial,10471
5394,Male,18,Under18,0,other,60618
5395,Male,50,46-55,1,academic/educator,13224
5396,Male,25,19-25,6,doctor/health care,89118
5397,Male,18,Under18,0,other,60451
5398,Male,56,56+,17,technician/engineer,71301
5399,Male,25,19-25,1,academic/educator,12553
5400,Female,18,Under18,4,college/grad student,30010
5401,Female,18,Under18,1,academic/educator,20003
5402,Female,25,19-25,0,other,30102
5403,Male,1,Under18,10,K-12 student,59801
5404,Male,25,19-25,0,other,30068
5405,Female,50,46-55,7,executive/managerial,12866
5406,Female,35,26-35,0,other,49504
5407,Female,35,26-35,17,technician/engineer,30096
5408,Male,25,19-25,20,writer,11230-1710
5409,Male,45,36-45,1,academic/educator,60091
5410,Female,45,36-45,2,artist,21212
5411,Female,1,Under18,19,unemployed,14850
5412,Male,25,19-25,12,programmer,97330
5413,Male,35,26-35,1,academic/educator,59801
5414,Male,1,Under18,10,K-12 student,07652
5415,Female,25,19-25,7,executive/managerial,03862
5416,Female,25,19-25,5,customer service,01801
5417,Male,18,Under18,17,technician/engineer,19030
5418,Female,25,19-25,0,other,53589
5419,Female,18,Under18,12,programmer,05055
5420,Female,1,Under18,19,unemployed,14850
5421,Male,35,26-35,17,technician/engineer,22030
5422,Male,50,46-55,7,executive/managerial,94114
5423,Female,50,46-55,5,customer service,60714
5424,Female,35,26-35,2,artist,80012
5425,Male,18,Under18,4,college/grad student,53211
5426,Male,25,19-25,14,sales/marketing,95821
5427,Male,35,26-35,19,unemployed,11201
5428,Female,25,19-25,6,doctor/health care,28412
5429,Female,25,19-25,1,academic/educator,02460
5430,Female,45,36-45,1,academic/educator,26505
5431,Male,56,56+,1,academic/educator,19026
5432,Male,56,56+,13,retired,01742
5433,Female,35,26-35,17,technician/engineer,45014
5434,Female,25,19-25,7,executive/managerial,60618
5435,Male,45,36-45,18,tradesman/craftsman,02557
5436,Male,18,Under18,4,college/grad student,90024
5437,Male,25,19-25,11,lawyer,55426
5438,Male,25,19-25,14,sales/marketing,60048
5439,Male,56,56+,13,retired,19119
5440,Female,45,36-45,2,artist,37923
5441,Male,50,46-55,7,executive/managerial,95762
5442,Male,25,19-25,7,executive/managerial,63110
5443,Male,25,19-25,12,programmer,01915
5444,Female,18,Under18,4,college/grad student,55449
5445,Male,25,19-25,0,other,43223
5446,Female,50,46-55,1,academic/educator,65203
5447,Male,45,36-45,2,artist,60626
5448,Male,45,36-45,19,unemployed,60626
5449,Male,18,Under18,12,programmer,01702
5450,Male,18,Under18,12,programmer,02143
5451,Female,25,19-25,1,academic/educator,98115
5452,Male,35,26-35,6,doctor/health care,10011
5453,Male,18,Under18,4,college/grad student,30305
5454,Male,35,26-35,7,executive/managerial,10001
5455,Female,18,Under18,17,technician/engineer,55449
5456,Male,35,26-35,1,academic/educator,32312
5457,Male,18,Under18,12,programmer,55405
5458,Female,18,Under18,2,artist,98102
5459,Female,1,Under18,10,K-12 student,99016
5460,Male,18,Under18,4,college/grad student,02143
5461,Male,50,46-55,0,other,94025
5462,Male,25,19-25,17,technician/engineer,89103
5463,Male,35,26-35,0,other,53202
5464,Male,35,26-35,7,executive/managerial,77079
5465,Female,25,19-25,0,other,10019
5466,Male,25,19-25,12,programmer,98033
5467,Male,35,26-35,0,other,63366
5468,Male,25,19-25,12,programmer,94618
5469,Male,35,26-35,12,programmer,20171
5470,Male,56,56+,7,executive/managerial,20003-2712
5471,Male,18,Under18,7,executive/managerial,10016
5472,Male,35,26-35,1,academic/educator,27909
5473,Male,25,19-25,1,academic/educator,20120-6354
5474,Male,25,19-25,12,programmer,20009
5475,Male,25,19-25,4,college/grad student,94110
5476,Female,35,26-35,0,other,20037
5477,Male,35,26-35,1,academic/educator,55343
5478,Male,35,26-35,7,executive/managerial,02766
5479,Male,35,26-35,1,academic/educator,50014
5480,Female,25,19-25,14,sales/marketing,07030
5481,Male,45,36-45,12,programmer,55449
5482,Male,18,Under18,7,executive/managerial,10014
5483,Female,25,19-25,6,doctor/health care,15202
5484,Male,45,36-45,17,technician/engineer,21742
5485,Male,25,19-25,4,college/grad student,08544
5486,Male,25,19-25,0,other,17821
5487,Male,25,19-25,17,technician/engineer,95136
5488,Male,25,19-25,15,scientist,91125
5489,Male,18,Under18,7,executive/managerial,94104
5490,Male,45,36-45,17,technician/engineer,80907
5491,Male,18,Under18,7,executive/managerial,10016
5492,Male,18,Under18,4,college/grad student,55104
5493,Male,35,26-35,12,programmer,96797
5494,Female,35,26-35,17,technician/engineer,94306
5495,Female,18,Under18,4,college/grad student,95076
5496,Male,25,19-25,7,executive/managerial,90069
5497,Male,25,19-25,4,college/grad student,60201
5498,Female,50,46-55,1,academic/educator,62901
5499,Female,25,19-25,19,unemployed,60201
5500,Female,35,26-35,20,writer,14850
5501,Male,25,19-25,2,artist,33334
5502,Male,25,19-25,2,artist,66044
5503,Female,25,19-25,9,homemaker,55409
5504,Male,45,36-45,7,executive/managerial,85287-2702
5505,Female,25,19-25,4,college/grad student,02141
5506,Female,18,Under18,14,sales/marketing,60610
5507,Male,45,36-45,7,executive/managerial,44325
5508,Male,25,19-25,20,writer,94519
5509,Male,25,19-25,0,other,11215
5510,Male,18,Under18,4,college/grad student,191004
5511,Male,45,36-45,1,academic/educator,92407
5512,Female,25,19-25,17,technician/engineer,01701
5513,Male,35,26-35,1,academic/educator,91768
5514,Female,1,Under18,10,K-12 student,76501
5515,Male,18,Under18,4,college/grad student,16101
5516,Female,50,46-55,16,self-employed,98257
5517,Male,56,56+,0,other,80210
5518,Male,50,46-55,17,technician/engineer,78666
5519,Male,35,26-35,15,scientist,33167
5520,Male,45,36-45,1,academic/educator,18901
5521,Female,25,19-25,6,doctor/health care,02118
5522,Male,25,19-25,14,sales/marketing,02460
5523,Male,35,26-35,0,other,60187
5524,Female,1,Under18,10,K-12 student,26505
5525,Female,1,Under18,10,K-12 student,55311
5526,Female,35,26-35,2,artist,27514
5527,Male,25,19-25,1,academic/educator,70803
5528,Male,50,46-55,1,academic/educator,45840
5529,Male,18,Under18,6,doctor/health care,05273
5530,Female,18,Under18,4,college/grad student,63141
5531,Male,50,46-55,17,technician/engineer,09056
5532,Male,25,19-25,17,technician/engineer,27408
5533,Female,50,46-55,2,artist,10025
5534,Male,45,36-45,16,self-employed,30102
5535,Male,25,19-25,15,scientist,94538
5536,Male,25,19-25,16,self-employed,67204
5537,Female,56,56+,1,academic/educator,10543
5538,Male,45,36-45,12,programmer,55102
5539,Female,25,19-25,20,writer,91403
5540,Male,35,26-35,1,academic/educator,19149
5541,Male,56,56+,7,executive/managerial,93924
5542,Male,45,36-45,7,executive/managerial,11576
5543,Male,25,19-25,17,technician/engineer,97401
5544,Male,25,19-25,15,scientist,08876
5545,Female,35,26-35,16,self-employed,98072
5546,Male,18,Under18,14,sales/marketing,26301
5547,Female,18,Under18,4,college/grad student,10025
5548,Female,18,Under18,4,college/grad student,02138
5549,Female,50,46-55,9,homemaker,76034
5550,Male,35,26-35,15,scientist,48187
5551,Female,35,26-35,20,writer,98103
5552,Male,50,46-55,7,executive/managerial,23233
5553,Male,35,26-35,3,clerical/admin,29425
5554,Male,25,19-25,1,academic/educator,92116
5555,Male,1,Under18,10,K-12 student,37830
5556,Male,45,36-45,6,doctor/health care,92103
5557,Male,35,26-35,14,sales/marketing,33701
5558,Male,1,Under18,10,K-12 student,02446
5559,Male,50,46-55,1,academic/educator,77706
5560,Female,35,26-35,17,technician/engineer,98036
5561,Female,25,19-25,3,clerical/admin,74075
5562,Female,35,26-35,1,academic/educator,54650
5563,Female,25,19-25,7,executive/managerial,11753
5564,Male,45,36-45,20,writer,02446
5565,Male,18,Under18,17,technician/engineer,02114
5566,Male,35,26-35,7,executive/managerial,20901
5567,Male,50,46-55,3,clerical/admin,78704
5568,Male,18,Under18,4,college/grad student,49841
5569,Female,18,Under18,1,academic/educator,07666
5570,Male,25,19-25,1,academic/educator,07666
5571,Female,25,19-25,9,homemaker,07307
5572,Female,25,19-25,4,college/grad student,63119
5573,Female,35,26-35,1,academic/educator,14619
5574,Male,25,19-25,0,other,20878
5575,Male,35,26-35,7,executive/managerial,19808
5576,Male,25,19-25,4,college/grad student,55369
5577,Male,50,46-55,1,academic/educator,12970
5578,Female,18,Under18,1,academic/educator,02109
5579,Female,35,26-35,7,executive/managerial,07039
5580,Male,45,36-45,7,executive/managerial,01581
